session,role,segment_idx,from_ms,to_ms,segment_duration_s,text,word_count,avg_word_length,words_per_second,question,statement,sentiment_p_blue_mean,sentiment_p_blue_std,engagement_p_blue_mean,engagement_p_blue_std,task_engagement_mean,task_engagement_std,arousal_mean,arousal_std,dominance_mean,dominance_std,valence_mean,valence_std,sentiment_p_green_mean,sentiment_p_green_std,engagement_p_green_mean,engagement_p_green_std,sentiment_p_red_mean,sentiment_p_red_std,engagement_p_red_mean,engagement_p_red_std
recording_dyad_01,p_blue,24,124200.0,130440.0,6.24,"Also dass du nicht weißt, ich lerne das hier gerade einfach bis die Klausur ist und vergesse es dann wieder, sondern da und da werde ich es vielleicht brauchen.",29,4.448275862068965,4.647435897435897,0,1,-0.13648339,0.0,0.9420265,0.0,0.9551083399999997,3.3306690738754696e-16,0.49209122865384614,0.0681111928212869,0.47325960903846154,0.05721820111907004,0.4416042552564103,0.05245513586571176,,,,,,,,
recording_dyad_01,p_blue,25,131520.0,132480.0,0.96,Aber es muss auch wirklich ,5,4.4,5.208333333333334,0,1,-0.5923907,0.0,0.9315883128125,0.0038451668324316094,0.9551083400000001,1.1102230246251565e-16,0.4691614025,0.06548424752231169,0.45876212958333334,0.05633691818663669,0.43567124083333336,0.05097076730594302,,,,,,,,
recording_dyad_01,p_blue,26,133000.0,134040.0,1.04,"so passieren, dass",3,5.0,2.8846153846153846,0,1,-0.7092135,0.0,0.9248236399999998,1.1102230246251565e-16,0.95510834,0.0,0.4533072311538462,0.057638068332590026,0.44398097038461537,0.04486061150381612,0.40351326923076924,0.056491620620691844,,,,,,,,
recording_dyad_01,p_blue,27,134480.0,137760.0,3.28," es dann nicht hinderlich für den Unterricht ist, wenn die Schüler dann doch nicht richtig mitmachen.",16,5.1875,4.878048780487805,0,1,-0.4330133800000001,1.1102230246251565e-16,0.9248236399999998,1.1102230246251565e-16,0.9551083399999999,1.1102230246251565e-16,0.4743400676829268,0.07340351498082844,0.4642532707317074,0.061723154756759414,0.4370259835365854,0.0526475084315361,,,,,,,,
recording_dyad_01,p_blue,28,148480.0,148800.0,0.32, ja,1,2.0,3.125,0,1,-0.006865382,0.0,0.9506279,0.0,0.95510834,0.0,0.4424319675,0.028874019324516786,0.43298269624999997,0.025060705314698308,0.41309235625,0.024979428736108006,,,,,,,,
recording_dyad_01,p_blue,29,164480.0,164720.0,0.24, ja,1,2.0,4.166666666666667,0,1,-0.006865382000000001,8.673617379884035e-19,0.50765526,0.0,0.8906088499999999,1.1102230246251565e-16,0.44097382999999996,0.05551103498405638,0.42942501833333324,0.047306915978183144,0.3883815016666667,0.026707601795774933,,,,,,,,
recording_dyad_01,p_blue,30,179000.0,179240.0,0.24, ja,1,2.0,4.166666666666667,0,1,-0.006865382000000001,8.673617379884035e-19,0.44314468,0.0,0.8906088499999999,1.1102230246251565e-16,0.43518560666666667,0.05405215371422423,0.4288773016666667,0.03404987321689976,0.42073721833333333,0.012573145685811771,,,,,,,,
recording_dyad_01,p_blue,31,182040.0,187320.0,5.28," vielleicht auch so für, also ich hoffe jetzt nicht, dass es wieder kommt, aber für so Corona-Situationen,",18,4.666666666666667,3.4090909090909087,0,1,-0.15923718,0.0,0.7323073769570708,0.1004072339531548,0.8845986769128786,0.02883623808698833,0.4509570107575758,0.07479833146642768,0.43492807984848486,0.05859725585513895,0.42281917143939396,0.05246027696386944,,,,,,,,
recording_dyad_01,p_blue,32,187760.0,197960.0,10.2," dass sowas vielleicht mehr Sinn macht, dass man sich irgendwie gemeinschaftlicher fühlt als zoomen, wo die Hälfte ihre Kamera nicht an hat oder wirklich nur so ein kleines Bildchen zu sehen ist, wenn überhaupt.",34,5.088235294117647,3.3333333333333335,0,1,-0.3440307000000001,5.551115123125783e-17,0.9353379033725493,0.03933848963018283,0.94220847,0.0,0.4675591643137255,0.0772533107043145,0.4596115832941177,0.06300620192786639,0.43340295027450987,0.05154936859135681,,,,,,,,
recording_dyad_01,p_blue,33,198600.0,201240.0,2.64,"Sondern dass man sich wirklich so fühlt, als würde man beisammen sein.",12,4.75,4.545454545454545,0,1,-0.021464452,0.0,0.9807328600000002,8.643074524544969e-17,0.9422084699999997,2.220446049250313e-16,0.45817118333333334,0.06695021236551259,0.45197338136363635,0.05806693820498642,0.4218600440909091,0.05287414428890712,,,,,,,,
recording_dyad_01,p_blue,34,206200.0,206600.0,0.4,mhh,1,3.0,2.5,0,1,-0.05305436300000001,6.938893903907228e-18,0.120591775,0.0,0.9311360688333334,0.012774313724578008,0.5030244930000001,0.07825694172596857,0.5021807819999999,0.07477751466568675,0.42320945600000004,0.0689310731865472,,,,,,,,
recording_dyad_01,p_blue,35,255600.0,256079.0,0.479,ja,1,2.0,2.0876826722338206,0,1,-0.006865382000000001,8.673617379884035e-19,0.43454325,0.0,0.91640866,0.0,0.43894577500000004,0.07836881509608583,0.4281250783333334,0.06098807761520006,0.41761323666666667,0.06146189514131219,,,,,,,,
recording_dyad_01,p_blue,36,256360.0,257280.0,0.92,"Ja, auf jeden Fall.",4,3.5,4.3478260869565215,0,1,0.33405506999999995,5.551115123125783e-17,0.4345432500000001,1.1102230246251565e-16,0.9164086599999995,4.440892098500626e-16,0.44957053608695646,0.0851478406273683,0.4448212791304348,0.06884964541798656,0.43026947086956513,0.051565514150773956,,,,,,,,
recording_dyad_01,p_blue,37,261720.0,264080.0,2.36," Mir ist gerade noch was eingefallen, aber ich habe es wieder vergessen.",12,4.833333333333333,5.084745762711865,0,1,-0.5994192400000002,2.220446049250313e-16,0.12919319,0.0,0.33064769206214695,0.1729358688627089,0.4608407716949153,0.08927564745037603,0.44836381355932203,0.07212292028121953,0.4355121003389831,0.04393638852238883,,,,,,,,
recording_dyad_01,p_blue,38,265080.0,267760.0,2.68,"Mir ist gerade noch was eingefallen, aber ich habe es wieder vergessen.",12,4.833333333333333,4.477611940298507,0,1,-0.5994192400000001,1.1102230246251565e-16,0.2698808070149254,0.031935560988859676,0.5036119999999998,1.1102230246251565e-16,0.463257886119403,0.08685832494554466,0.4440930441791045,0.07113912554239189,0.42917980731343286,0.047932595489731694,,,,,,,,
recording_dyad_01,p_blue,39,269280.0,270680.0,1.4,War wahrscheinlich nicht so wichtig.,5,6.2,3.5714285714285716,0,1,-0.37517512,0.0,0.30715022214285714,0.007956591512676714,0.3302926579285713,0.16315970637454041,0.4737806637142856,0.08918461061645587,0.46024995314285716,0.07357666242383915,0.4330859988571429,0.05537268287817099,,,,,,,,
recording_dyad_01,p_blue,40,273960.0,274400.0,0.44," Ja, genau.",2,3.5,4.545454545454546,0,1,-0.021056548000000005,3.469446951953614e-18,0.025976260000000004,3.469446951953614e-18,0.15531476,0.0,0.42297803909090903,0.03567826463752647,0.41543032636363647,0.0286048863792904,0.42871754,0.022778113026163744,,,,,,,,
recording_dyad_01,p_blue,41,274480.0,276200.0,1.72,"Und man kann dadurch auch vielleicht feststellen, ",7,6.0,4.069767441860465,0,1,-0.028382197,0.0,0.12688447705426356,0.15689619157346493,0.18501452193798448,0.0485495855289706,0.4497297709302325,0.06919412975323264,0.44287456976744183,0.05946887127740257,0.4347198660465115,0.04475485324913126,,,,,,,,
recording_dyad_01,p_blue,42,276560.0,277680.0,1.12,wo es hapert.,3,3.3333333333333335,2.6785714285714284,0,1,0.0377011,0.0,0.4345432500000001,1.1102230246251565e-16,0.5138243820238094,0.15852035266062955,0.45407888142857145,0.07879674422025051,0.4406080814285714,0.059427112344274835,0.4315522057142856,0.05415590972969535,,,,,,,,
recording_dyad_01,p_blue,43,277800.0,278840.0,1.04,Also wenn du zum Beispiel ,5,4.2,4.8076923076923075,0,1,-0.016496569,0.0,0.6140287822115384,0.13497471087933946,0.9124394584615383,0.0641780824368401,0.46669966230769233,0.08071294844269619,0.4563702784615385,0.07436108127808233,0.4372812623076924,0.059830094127851764,,,,,,,,
recording_dyad_01,p_blue,44,279600.0,283640.0,4.04,"in der Berufsschule dann die Sachen versuchst anzuwenden und man dann merkt, okay,",13,5.230769230769231,3.217821782178218,0,1,0.004905000300000002,1.734723475976807e-18,0.814658913754125,0.06578706700898365,0.9551083399999999,1.1102230246251565e-16,0.451553138019802,0.07051352108692574,0.44394644465346533,0.05911031595010643,0.42360755683168316,0.05107924806018757,,,,,,,,
recording_dyad_01,p_blue,45,284280.0,288600.0,4.32," da wussten sie nicht genau, was zu tun ist oder da haben sie was falsch gemacht, weiß man auch wieder, was man ",22,3.909090909090909,5.092592592592593,0,1,-0.6084203,0.0,0.8904180499999995,4.440892098500626e-16,0.9551083399999999,1.1102230246251565e-16,0.47707210333333333,0.06931400430904046,0.46419215731481484,0.05664808727037686,0.43412986083333327,0.0462727416315327,,,,,,,,
recording_dyad_01,p_blue,46,289000.0,293360.0,4.36,im Unterricht vielleicht noch mal genauer beleuchten soll in der Theorie dann statt in der Praxis.,16,5.125,3.6697247706422016,0,1,-0.06234444699999998,1.3877787807814457e-17,0.8904180499999994,5.551115123125783e-16,0.9551083399999999,1.1102230246251565e-16,0.47298054779816523,0.06969553540933937,0.4630062628440366,0.05712292522221882,0.4437407814678899,0.048404649187843964,,,,,,,,
recording_dyad_01,p_blue,47,294480.0,297480.0,3.0,"Und oft ist es ja so, du lernst, lernst, lernst, denkst, ah ja, easy.",14,3.5,4.666666666666667,0,1,0.39165669999999997,5.551115123125783e-17,0.8904180499999997,2.220446049250313e-16,0.9551083399999997,3.3306690738754696e-16,0.44541867920000006,0.06056207215330226,0.43215393146666664,0.05223007332211124,0.42064932000000005,0.05091760074604685,,,,,,,,
recording_dyad_01,p_blue,48,298040.0,301040.0,3.0," Und dann kommst du in die Situation, wo du es anwenden sollst und bist so boa",16,3.8125,5.333333333333333,0,1,-0.5507797,0.0,0.8904180499999997,2.220446049250313e-16,0.9551083399999997,3.3306690738754696e-16,0.4329693769333333,0.06401055440118301,0.43008548480000003,0.05312452261966281,0.41545404480000003,0.040897065500108416,,,,,,,,
recording_dyad_01,p_blue,49,301080.0,301920.0,0.84,Wie war das nochmal?,4,4.0,4.761904761904762,1,0,-0.2505416,0.0,0.8904180500000001,1.1102230246251565e-16,0.9551083399999998,2.220446049250313e-16,0.4686834019047619,0.0731294339426912,0.453600689047619,0.057597430623256674,0.42516164238095233,0.03740004576134938,,,,,,,,
recording_dyad_01,p_blue,50,301960.0,302760.0,0.8,Was brauche ich da?,4,3.75,5.0,1,0,-0.20301807000000002,2.7755575615628914e-17,0.8904180500000001,1.1102230246251565e-16,0.9551083399999998,2.220446049250313e-16,0.5000915904999998,0.06525759015267707,0.4756464695,0.054506049464400325,0.4477996475,0.03394537930659045,,,,,,,,
recording_dyad_01,p_blue,51,302800.0,303520.0,0.72,Wie ist eigentlich das?,4,4.75,5.555555555555555,1,0,-0.37836093000000004,5.551115123125783e-17,0.89041805,0.0,0.9551083399999999,1.1102230246251565e-16,0.4691733072222223,0.05601473255973961,0.4566919572222223,0.048580430826825144,0.44648588333333333,0.03344994762336358,,,,,,,,
recording_dyad_01,p_blue,52,304080.0,308520.0,4.44,"Und kommen nochmal mehr Fragen auf, als wenn du es einfach nur in der Theorie lernst und denkst, du hättest es verstanden.",22,4.454545454545454,4.954954954954954,0,1,-0.6451354600000002,2.220446049250313e-16,0.8904180499999994,5.551115123125783e-16,0.9551083399999998,2.220446049250313e-16,0.4784692067567567,0.07270796833902925,0.46641498774774776,0.05836932737026974,0.4361753625225225,0.047062804097341565,,,,,,,,
recording_dyad_01,p_blue,53,309280.0,310400.0,1.12,"Ist ja auch so ähnlich, wie wenn du ",8,3.375,7.142857142857142,0,1,-0.21584234,0.0,0.8904180500000001,1.1102230246251565e-16,0.9551083399999999,1.1102230246251565e-16,0.4479616014285714,0.05452793684083547,0.4511623282142857,0.04326827007855154,0.4367918907142857,0.034301250918279506,,,,,,,,
recording_dyad_01,p_blue,54,310960.0,312640.0,1.68,was in eigenen Worten wiedergeben musst.,6,5.666666666666667,3.5714285714285716,0,1,-0.02254285,0.0,0.89041805,0.0,0.9551083400000001,1.1102230246251565e-16,0.45710929476190476,0.05874894006318076,0.45207572166666665,0.045669351907090816,0.4241265857142858,0.04695828645199295,,,,,,,,
recording_dyad_01,p_blue,55,312880.0,315280.0,2.4,Hap eh hadert es bei manchen Leuten ja auch schon dran.,11,4.0,4.583333333333334,0,1,-0.7485397000000003,2.220446049250313e-16,0.89041805,0.0,0.9551083400000001,1.1102230246251565e-16,0.47480248750000004,0.057127289218280135,0.45592949783333325,0.05403288743059567,0.4441226373333333,0.045846220904790284,,,,,,,,
recording_dyad_01,p_blue,56,320416.0,321280.0,0.864,Und sonst?,2,4.0,2.314814814814815,1,0,-0.16357126999999996,2.7755575615628914e-17,0.5411905091666667,0.020677753676948053,0.5810113500000001,1.1102230246251565e-16,0.42601256190476183,0.05511901454520491,0.4286160028571428,0.04139820113091506,0.39238193190476195,0.0437928065470135,,,,,,,,
recording_dyad_01,p_blue,57,322120.0,322960.0,0.84,Fällt mir jetzt gar nichts ein.,6,4.166666666666667,7.142857142857143,0,1,-0.8659901,0.0,0.36987909384920636,0.04625850650270648,0.5810113500000001,1.1102230246251565e-16,0.4563196428571428,0.0874501129664835,0.4459282642857144,0.06796507312682018,0.4062435819047619,0.03597276710129677,,,,,,,,
recording_dyad_01,p_blue,58,329280.0,331200.0,1.92, Müssen wir die zehn Minuten voll bekommen?,7,5.0,3.6458333333333335,1,0,-0.2553391,0.0,0.1420953,0.0,0.16089127634375,0.08399066195675806,0.448333446875,0.07032803114532568,0.44393174979166666,0.06431444976706222,0.4047391966666667,0.04768107522289732,,,,,,,,
recording_dyad_01,p_blue,59,332200.0,335400.0,3.2,"Müssen wir die zehn Minuten voll bekommen, wenn uns nichts mehr einfällt?",12,5.0,3.75,1,0,-0.49498317,0.0,0.1420953,0.0,0.36022154906250003,0.004077513500756403,0.45716751687499996,0.06123332209807244,0.44583464287499996,0.05202781633979403,0.423051504,0.04336377798577742,,,,,,,,
recording_dyad_01,p_blue,60,381360.0,387920.0,6.56," Also der Kostenaspekt an sich, deswegen könnte man das jetzt wahrscheinlich nicht in jedem Unterrichtsfach oder für jedes Ding machen.",20,5.65,3.048780487804878,0,1,-0.6357504,0.0,0.7327102082825202,0.047527240049366065,0.4977519660670731,0.020919206154699894,0.4556491934756097,0.06843234963068472,0.444964398597561,0.057169649716744514,0.42629667920731706,0.04869782135228776,,,,,,,,
recording_dyad_01,p_blue,61,388920.0,389680.0,0.76,ähm,1,3.0,1.3157894736842106,0,1,-0.017521799,0.0,0.8388095500000001,1.1102230246251565e-16,0.8648091,0.0,0.47000313368421054,0.05092718945544256,0.4671712268421052,0.04364194253204884,0.4548028263157895,0.045654126238643206,,,,,,,,
recording_dyad_01,p_blue,62,390360.0,392760.0,2.4,"Und halt, was wir auch vorhin schon besprochen haben, diese",10,4.8,4.166666666666667,0,1,-0.0277026,0.0,0.83880955,0.0,0.8648091000000003,3.3306690738754696e-16,0.4494778291666667,0.05938689641719968,0.4394517263333333,0.04856995054633993,0.43208048516666664,0.042322302372957386,,,,,,,,
recording_dyad_01,p_blue,63,393840.0,399440.0,5.6," Das Wichtige, dass man davor die Theorie gelernt hat, dass man die Leute nicht einfach reinschickt und sagt, ja, mach mal, sondern dass man wirklich",25,4.76,4.464285714285714,0,1,0.05382611599999999,6.938893903907228e-18,0.83880955,0.0,0.8648091000000003,3.3306690738754696e-16,0.46505079521428566,0.0655448988224686,0.45120675992857145,0.05518269932208506,0.4397712365,0.03789821457477312,,,,,,,,
recording_dyad_01,p_blue,64,400600.0,407720.0,7.12,"hofft, dass sie auf dem Stand sind, dass sie das gut machen können und dann könnte durch die Ablenkung, klar, die Ablenkung ist ein Problem, da weiß man nicht, ob man es",32,4.125,4.49438202247191,0,1,-0.37010293999999994,5.551115123125783e-17,0.8388095499999999,1.1102230246251565e-16,0.8648091000000003,3.3306690738754696e-16,0.4677420011797754,0.0659443016531305,0.45093283264044937,0.05311056608522919,0.42380980724719103,0.04605156027242533,,,,,,,,
recording_dyad_01,p_blue,65,408080.0,409960.0,1.88," so gut in den Griff bekommt, ist auch klassenabhängig, ",9,4.888888888888889,4.787234042553192,0,1,-0.030305339999999997,3.469446951953614e-18,0.8388095500000001,1.1102230246251565e-16,0.8648091000000004,4.440892098500626e-16,0.4681044761702127,0.08175525294931558,0.4510319821276596,0.0701033244373595,0.4252831380851063,0.05811163258106634,,,,,,,,
recording_dyad_01,p_blue,66,410600.0,411040.0,0.44,aber...,1,4.0,2.272727272727273,0,1,-0.21557234,0.0,0.8388095500000001,1.1102230246251565e-16,0.8648091000000001,1.1102230246251565e-16,0.4480252354545454,0.032365361976247314,0.4283738872727273,0.021490138845478568,0.4145768236363636,0.03877411953835147,,,,,,,,
recording_dyad_01,p_blue,67,441520.0,441840.0,0.32, Also ,1,4.0,3.125,0,1,-0.07135655,0.0,0.40013763,6.798699777552591e-17,0.28431374,0.0,0.45648925625,0.06721557916721091,0.45260977125,0.06252992156407891,0.41372727249999997,0.04734355567873382,,,,,,,,
recording_dyad_01,p_blue,68,442600.0,448520.0,5.92,"ich glaube, das hat jetzt nichts mit Tools zu tun, aber so die Motivation, wenn man den Schülern vermittelt, das ist wirklich was Besonderes, was man hier macht.",28,4.571428571428571,4.72972972972973,0,1,0.7489785584459457,0.09357094602935903,0.6663309305292792,0.1822248571933656,0.3616114397297297,0.12520401302142584,0.4717125295945946,0.07362951854587471,0.45750458128378374,0.06406538648948931,0.43714447047297295,0.05169905339853475,,,,,,,,
recording_dyad_01,p_blue,69,448520.0,458360.0,9.84,"Aber dann gibt es ja wahrscheinlich immer wieder diese zwei, drei Quatschköpfe, die man sagt, zum Beispiel, okay, Übungsfirma, du musst das so machen und dann versuchen sie es mit ihren Kumpels, da irgendeinen Quatsch auszudenken. also",37,5.162162162162162,3.7601626016260163,0,1,-0.4354778450000001,0.0031924007104567873,0.9076208500000003,2.220446049250313e-16,0.7963592283773715,0.065529761256864,0.4695182724796748,0.06479113825053115,0.45484976353658535,0.055147689712512576,0.43447003256097555,0.049129743087596586,,,,,,,,
