TSGroupNTP,P1_valid_blink_onsets,P2_valid_blink_onsets,group_name,P3_valid_blinks,P3_valid_blink_onsets
2024-11-04 15:50:30+00:00,9,4,triad_14,86.0,9.0
2024-11-04 15:51:00+00:00,11,8,triad_14,81.0,8.0
2024-11-04 15:51:30+00:00,16,11,triad_14,114.0,9.0
2024-11-04 15:52:00+00:00,12,12,triad_14,121.0,10.0
2024-11-04 15:52:30+00:00,20,7,triad_14,190.0,18.0
2024-11-04 15:53:00+00:00,14,7,triad_14,186.0,14.0
2024-11-04 15:53:30+00:00,13,1,triad_14,151.0,16.0
2024-11-04 15:54:00+00:00,12,9,triad_14,62.0,6.0
2024-11-04 15:54:30+00:00,9,6,triad_14,95.0,10.0
2024-11-04 15:55:00+00:00,12,4,triad_14,83.0,8.0
2024-11-04 15:55:30+00:00,7,7,triad_14,160.0,14.0
2024-11-04 15:56:00+00:00,8,7,triad_14,138.0,13.0
2024-11-04 15:56:30+00:00,3,4,triad_14,57.0,4.0
2024-11-11 15:49:00+00:00,1,6,triad_12,49.0,2.0
2024-11-11 15:49:30+00:00,4,10,triad_12,203.0,13.0
2024-11-11 15:50:00+00:00,7,21,triad_12,147.0,8.0
2024-11-11 15:50:30+00:00,4,16,triad_12,103.0,7.0
2024-11-11 15:51:00+00:00,1,16,triad_12,219.0,11.0
2024-11-11 15:51:30+00:00,7,12,triad_12,217.0,12.0
2024-11-11 15:52:00+00:00,13,16,triad_12,145.0,9.0
2024-11-11 15:52:30+00:00,11,13,triad_12,87.0,5.0
2024-11-11 15:53:00+00:00,7,16,triad_12,142.0,7.0
2024-11-11 15:53:30+00:00,9,11,triad_12,182.0,9.0
2024-11-11 15:54:00+00:00,14,12,triad_12,175.0,10.0
2024-11-11 15:54:30+00:00,12,9,triad_12,171.0,9.0
2024-11-11 15:55:00+00:00,13,10,triad_12,127.0,7.0
2024-11-11 15:55:30+00:00,17,18,triad_12,123.0,7.0
2024-11-11 15:56:00+00:00,14,17,triad_12,137.0,8.0
2024-11-11 15:56:30+00:00,8,16,triad_12,219.0,9.0
2024-11-11 15:57:00+00:00,0,0,triad_12,0.0,0.0
2024-11-18 15:50:30+00:00,12,11,triad_13,105.0,9.0
2024-11-18 15:51:00+00:00,19,17,triad_13,104.0,9.0
2024-11-18 15:51:30+00:00,18,7,triad_13,155.0,12.0
2024-11-18 15:52:00+00:00,12,7,triad_13,82.0,7.0
2024-11-18 15:52:30+00:00,11,1,triad_13,141.0,11.0
2024-11-18 15:53:00+00:00,13,12,triad_13,125.0,11.0
2024-11-18 15:53:30+00:00,19,18,triad_13,41.0,4.0
2024-11-18 15:54:00+00:00,14,15,triad_13,89.0,9.0
2024-11-18 15:54:30+00:00,18,11,triad_13,143.0,11.0
2024-11-18 15:55:00+00:00,17,4,triad_13,54.0,6.0
2024-11-18 15:55:30+00:00,18,11,triad_13,124.0,12.0
2024-11-18 15:56:00+00:00,11,10,triad_13,142.0,13.0
2024-11-18 15:56:30+00:00,7,10,triad_13,59.0,6.0
2024-11-18 15:57:00+00:00,20,16,triad_13,72.0,9.0
2024-11-18 15:57:30+00:00,19,7,triad_13,134.0,14.0
2024-11-18 15:58:00+00:00,15,6,triad_13,78.0,8.0
2024-11-18 15:58:30+00:00,10,12,triad_13,114.0,13.0
2024-11-18 15:59:00+00:00,11,13,triad_13,115.0,11.0
2024-11-18 15:59:30+00:00,12,12,triad_13,117.0,13.0
2024-11-18 16:00:00+00:00,10,8,triad_13,109.0,10.0
2024-11-18 16:00:30+00:00,8,3,triad_13,27.0,3.0
