,task_eng,conf,seconds,seconds_interaction
2052,low,1,22.8,0.8222222222222223
2053,low,1,22.811111111111114,0.8333333333333334
2054,low,1,22.822222222222223,0.8444444444444444
2055,low,1,22.833333333333336,0.8555555555555556
2056,low,1,22.844444444444445,0.8666666666666667
2057,low,1,22.855555555555558,0.8777777777777778
2058,low,1,22.866666666666667,0.888888888888889
2059,low,1,22.87777777777778,0.9
2060,low,1,22.88888888888889,0.9111111111111111
2061,low,1,22.900000000000002,0.9222222222222223
2062,low,1,22.91111111111111,0.9333333333333333
2063,low,1,22.922222222222224,0.9444444444444445
2064,low,1,22.933333333333334,0.9555555555555556
2065,low,1,22.944444444444446,0.9666666666666667
2066,low,1,22.955555555555556,0.9777777777777779
2067,low,1,22.96666666666667,0.9888888888888889
2068,low,1,22.977777777777778,1.0
2069,low,1,22.98888888888889,1.011111111111111
2070,low,1,23.0,1.0222222222222224
2071,low,1,23.011111111111113,1.0333333333333334
2072,low,1,23.022222222222222,1.0444444444444445
2073,low,1,23.033333333333335,1.0555555555555556
2074,low,1,23.044444444444444,1.0666666666666667
2075,low,1,23.055555555555557,1.0777777777777777
2076,low,1,23.066666666666666,1.088888888888889
2077,low,1,23.07777777777778,1.1
2078,low,1,23.08888888888889,1.1111111111111112
2079,low,1,23.1,1.1222222222222222
2080,low,1,23.11111111111111,1.1333333333333333
2081,low,1,23.122222222222224,1.1444444444444446
2082,low,1,23.133333333333333,1.1555555555555557
2083,low,1,23.144444444444446,1.1666666666666667
2084,low,1,23.155555555555555,1.1777777777777778
2085,low,1,23.166666666666668,1.1888888888888889
2086,low,1,23.177777777777777,1.2
2087,low,1,23.18888888888889,1.2111111111111112
2088,low,1,23.2,1.2222222222222223
2089,low,1,23.211111111111112,1.2333333333333334
2090,low,1,23.22222222222222,1.2444444444444445
2091,low,1,23.233333333333334,1.2555555555555555
2092,low,1,23.244444444444444,1.2666666666666666
2093,low,1,23.255555555555556,1.277777777777778
2094,low,1,23.26666666666667,1.288888888888889
2095,low,1,23.27777777777778,1.3
2096,low,1,23.28888888888889,1.3111111111111111
2097,low,1,23.3,1.3222222222222222
2098,low,1,23.311111111111114,1.3333333333333335
2099,low,1,23.322222222222223,1.3444444444444446
2100,low,1,23.333333333333336,1.3555555555555556
2101,low,1,23.344444444444445,1.3666666666666667
2102,low,1,23.355555555555558,1.3777777777777778
2103,low,1,23.366666666666667,1.3888888888888888
2104,low,1,23.37777777777778,1.4000000000000001
2105,low,1,23.38888888888889,1.4111111111111112
2106,low,1,23.400000000000002,1.4222222222222223
2107,low,1,23.41111111111111,1.4333333333333333
2108,low,1,23.422222222222224,1.4444444444444444
2109,low,1,23.433333333333334,1.4555555555555557
2110,low,1,23.444444444444446,1.4666666666666668
2111,low,1,23.455555555555556,1.4777777777777779
2112,low,1,23.46666666666667,1.488888888888889
2113,low,1,23.477777777777778,1.5
2114,low,1,23.48888888888889,1.511111111111111
2115,low,1,23.5,1.5222222222222224
2116,low,1,23.511111111111113,1.5333333333333334
2117,low,1,23.522222222222222,1.5444444444444445
2118,low,1,23.533333333333335,1.5555555555555556
2119,low,1,23.544444444444444,1.5666666666666667
2120,low,1,23.555555555555557,1.577777777777778
2121,low,1,23.566666666666666,1.588888888888889
2122,low,1,23.57777777777778,1.6
2123,low,1,23.58888888888889,1.6111111111111112
2124,low,1,23.6,1.6222222222222222
2125,low,1,23.61111111111111,1.6333333333333333
2126,low,1,23.622222222222224,1.6444444444444446
2127,low,1,23.633333333333333,1.6555555555555557
2128,low,1,23.644444444444446,1.6666666666666667
2129,low,1,23.655555555555555,1.6777777777777778
2130,low,1,23.666666666666668,1.6888888888888889
2131,low,1,23.677777777777777,1.7
2132,low,1,23.68888888888889,1.7111111111111112
2133,low,1,23.7,1.7222222222222223
2134,low,1,23.711111111111112,1.7333333333333334
2135,low,1,23.72222222222222,1.7444444444444445
2136,low,1,23.733333333333334,1.7555555555555555
2137,low,1,23.744444444444444,1.7666666666666668
2138,low,1,23.755555555555556,1.777777777777778
2139,low,1,23.76666666666667,1.788888888888889
2140,low,1,23.77777777777778,1.8
2141,low,1,23.78888888888889,1.8111111111111111
2142,low,1,23.8,1.8222222222222222
2143,low,1,23.811111111111114,1.8333333333333335
2144,low,1,23.822222222222223,1.8444444444444446
2145,low,1,23.833333333333336,1.8555555555555556
2146,low,1,23.844444444444445,1.8666666666666667
2147,low,1,23.855555555555558,1.8777777777777778
2148,low,1,23.866666666666667,1.888888888888889
2149,low,1,23.87777777777778,1.9000000000000001
2150,low,1,23.88888888888889,1.9111111111111112
2151,low,1,23.900000000000002,1.9222222222222223
2152,low,1,23.91111111111111,1.9333333333333333
2153,low,1,23.922222222222224,1.9444444444444444
2154,low,1,23.933333333333334,1.9555555555555557
2155,low,1,23.944444444444446,1.9666666666666668
2156,low,1,23.955555555555556,1.9777777777777779
2157,low,1,23.96666666666667,1.988888888888889
2158,low,1,23.977777777777778,2.0
2159,low,1,23.98888888888889,2.011111111111111
2160,low,1,24.0,2.022222222222222
2161,low,1,24.011111111111113,2.033333333333333
2162,low,1,24.022222222222222,2.0444444444444447
2163,low,1,24.033333333333335,2.055555555555556
2164,low,1,24.044444444444444,2.066666666666667
2165,low,1,24.055555555555557,2.077777777777778
2166,low,1,24.066666666666666,2.088888888888889
2167,low,1,24.07777777777778,2.1
2168,low,1,24.08888888888889,2.111111111111111
2169,low,1,24.1,2.1222222222222222
2170,low,1,24.11111111111111,2.1333333333333333
2171,low,1,24.122222222222224,2.1444444444444444
2172,low,1,24.133333333333333,2.1555555555555554
2173,low,1,24.144444444444446,2.166666666666667
2174,low,1,24.155555555555555,2.177777777777778
2175,low,1,24.166666666666668,2.188888888888889
2176,low,1,24.177777777777777,2.2
2177,low,1,24.18888888888889,2.2111111111111112
2178,low,1,24.2,2.2222222222222223
2179,low,1,24.211111111111112,2.2333333333333334
2180,low,1,24.22222222222222,2.2444444444444445
2181,low,1,24.233333333333334,2.2555555555555555
2182,low,1,24.244444444444447,2.2666666666666666
2183,low,1,24.255555555555556,2.2777777777777777
2184,low,1,24.26666666666667,2.288888888888889
2185,low,1,24.27777777777778,2.3000000000000003
2186,low,1,24.28888888888889,2.3111111111111113
2187,low,1,24.3,2.3222222222222224
2188,low,1,24.311111111111114,2.3333333333333335
2189,low,1,24.322222222222223,2.3444444444444446
2190,low,1,24.333333333333336,2.3555555555555556
2191,low,1,24.344444444444445,2.3666666666666667
2192,low,1,24.355555555555558,2.3777777777777778
2193,low,1,24.366666666666667,2.388888888888889
2194,low,1,24.37777777777778,2.4
2195,low,1,24.38888888888889,2.411111111111111
2196,low,1,24.400000000000002,2.4222222222222225
2197,low,1,24.41111111111111,2.4333333333333336
2198,low,1,24.422222222222224,2.4444444444444446
2199,low,1,24.433333333333334,2.4555555555555557
2200,low,1,24.444444444444446,2.466666666666667
2201,low,1,24.455555555555556,2.477777777777778
2202,low,1,24.46666666666667,2.488888888888889
2203,low,1,24.477777777777778,2.5
2204,low,1,24.48888888888889,2.511111111111111
2205,low,1,24.5,2.522222222222222
2206,low,1,24.511111111111113,2.533333333333333
2207,low,1,24.522222222222222,2.5444444444444447
2208,low,1,24.533333333333335,2.555555555555556
2209,low,1,24.544444444444444,2.566666666666667
2210,low,1,24.555555555555557,2.577777777777778
2211,low,1,24.566666666666666,2.588888888888889
2212,low,1,24.57777777777778,2.6
2213,low,1,24.58888888888889,2.611111111111111
2214,low,1,24.6,2.6222222222222222
2215,low,1,24.61111111111111,2.6333333333333333
2216,low,1,24.622222222222224,2.6444444444444444
2217,low,1,24.633333333333333,2.6555555555555554
2218,low,1,24.644444444444446,2.666666666666667
2219,low,1,24.655555555555555,2.677777777777778
2220,low,1,24.666666666666668,2.688888888888889
2221,low,1,24.677777777777777,2.7
2222,low,1,24.68888888888889,2.7111111111111112
2223,low,1,24.7,2.7222222222222223
2224,low,1,24.711111111111112,2.7333333333333334
2225,low,1,24.72222222222222,2.7444444444444445
2226,low,1,24.733333333333334,2.7555555555555555
2227,low,1,24.744444444444447,2.7666666666666666
2228,low,1,24.755555555555556,2.7777777777777777
2229,low,1,24.76666666666667,2.788888888888889
2230,low,1,24.77777777777778,2.8000000000000003
2231,low,1,24.78888888888889,2.8111111111111113
2232,low,1,24.8,2.8222222222222224
2233,low,1,24.811111111111114,2.8333333333333335
2234,low,1,24.822222222222223,2.8444444444444446
2235,low,1,24.833333333333336,2.8555555555555556
2236,low,1,24.844444444444445,2.8666666666666667
2237,low,1,24.855555555555558,2.8777777777777778
2238,low,1,24.866666666666667,2.888888888888889
2239,low,1,24.87777777777778,2.9
2240,low,1,24.88888888888889,2.9111111111111114
2241,low,1,24.900000000000002,2.9222222222222225
2242,low,1,24.91111111111111,2.9333333333333336
2243,low,1,24.922222222222224,2.9444444444444446
2244,low,1,24.933333333333334,2.9555555555555557
2245,low,1,24.944444444444446,2.966666666666667
2246,low,1,24.955555555555556,2.977777777777778
2247,low,1,24.96666666666667,2.988888888888889
2248,low,1,24.977777777777778,3.0
2249,low,1,24.98888888888889,3.011111111111111
2250,low,1,25.0,3.022222222222222
2251,low,1,25.011111111111113,3.0333333333333337
2252,low,1,25.022222222222222,3.0444444444444447
2253,low,1,25.033333333333335,3.055555555555556
2254,low,1,25.044444444444444,3.066666666666667
2255,low,1,25.055555555555557,3.077777777777778
2256,low,1,25.066666666666666,3.088888888888889
2257,low,1,25.07777777777778,3.1
2258,low,1,25.08888888888889,3.111111111111111
2259,low,1,25.1,3.1222222222222222
2260,low,1,25.11111111111111,3.1333333333333333
2261,low,1,25.122222222222224,3.1444444444444444
2262,low,1,25.133333333333333,3.155555555555556
2263,low,1,25.144444444444446,3.166666666666667
2264,low,1,25.155555555555555,3.177777777777778
2265,low,1,25.166666666666668,3.188888888888889
2266,low,1,25.177777777777777,3.2
2267,low,1,25.18888888888889,3.2111111111111112
2268,low,1,25.2,3.2222222222222223
2269,low,1,25.211111111111112,3.2333333333333334
2270,low,1,25.22222222222222,3.2444444444444445
2271,low,1,25.233333333333334,3.2555555555555555
2272,low,1,25.244444444444447,3.2666666666666666
2273,low,1,25.255555555555556,3.277777777777778
2274,low,1,25.26666666666667,3.288888888888889
2275,low,1,25.27777777777778,3.3000000000000003
2276,low,1,25.28888888888889,3.3111111111111113
2277,low,1,25.3,3.3222222222222224
2278,low,1,25.311111111111114,3.3333333333333335
2279,low,1,25.322222222222223,3.3444444444444446
2280,low,1,25.333333333333336,3.3555555555555556
2281,low,1,25.344444444444445,3.3666666666666667
2282,low,1,25.355555555555558,3.3777777777777778
2283,low,1,25.366666666666667,3.388888888888889
2284,low,1,25.37777777777778,3.4
2285,low,1,25.38888888888889,3.4111111111111114
2286,low,1,25.400000000000002,3.4222222222222225
2287,low,1,25.41111111111111,3.4333333333333336
2288,low,1,25.422222222222224,3.4444444444444446
2289,low,1,25.433333333333334,3.4555555555555557
2290,low,1,25.444444444444446,3.466666666666667
2291,low,1,25.455555555555556,3.477777777777778
2292,low,1,25.46666666666667,3.488888888888889
2293,low,1,25.477777777777778,3.5
2294,low,1,25.48888888888889,3.511111111111111
2295,low,1,25.5,3.522222222222222
2296,low,1,25.511111111111113,3.5333333333333337
2297,low,1,25.522222222222222,3.5444444444444447
2298,low,1,25.533333333333335,3.555555555555556
2299,low,1,25.544444444444444,3.566666666666667
2300,low,1,25.555555555555557,3.577777777777778
2301,low,1,25.566666666666666,3.588888888888889
2302,low,1,25.57777777777778,3.6
2303,low,1,25.58888888888889,3.611111111111111
2304,low,1,25.6,3.6222222222222222
2305,low,1,25.61111111111111,3.6333333333333333
2306,low,1,25.622222222222224,3.6444444444444444
2307,low,1,25.633333333333333,3.655555555555556
2308,low,1,25.644444444444446,3.666666666666667
2309,low,1,25.655555555555555,3.677777777777778
2310,low,1,25.666666666666668,3.688888888888889
2311,low,1,25.677777777777777,3.7
2312,low,1,25.68888888888889,3.7111111111111112
2313,low,1,25.7,3.7222222222222223
2314,low,1,25.711111111111112,3.7333333333333334
2315,low,1,25.72222222222222,3.7444444444444445
2316,low,1,25.733333333333334,3.7555555555555555
2317,low,1,25.744444444444447,3.7666666666666666
2318,low,1,25.755555555555556,3.777777777777778
2319,low,1,25.76666666666667,3.788888888888889
2320,low,1,25.77777777777778,3.8000000000000003
2321,low,1,25.78888888888889,3.8111111111111113
2322,low,1,25.8,3.8222222222222224
2323,low,1,25.811111111111114,3.8333333333333335
2324,low,1,25.822222222222223,3.8444444444444446
2325,low,1,25.833333333333336,3.8555555555555556
2326,low,1,25.844444444444445,3.8666666666666667
2327,low,1,25.855555555555558,3.8777777777777778
2328,low,1,25.866666666666667,3.888888888888889
2329,low,1,25.87777777777778,3.9000000000000004
2330,low,1,25.88888888888889,3.9111111111111114
2331,low,1,25.900000000000002,3.9222222222222225
2332,low,1,25.91111111111111,3.9333333333333336
2333,low,1,25.922222222222224,3.9444444444444446
2334,low,1,25.933333333333334,3.9555555555555557
2335,low,1,25.944444444444446,3.966666666666667
2336,low,1,25.955555555555556,3.977777777777778
2337,low,1,25.96666666666667,3.988888888888889
2338,low,1,25.977777777777778,4.0
2339,low,1,25.98888888888889,4.011111111111111
2340,low,1,26.0,4.022222222222222
2341,low,1,26.011111111111113,4.033333333333333
2342,low,1,26.022222222222222,4.044444444444444
2343,low,1,26.033333333333335,4.055555555555555
2344,low,1,26.044444444444444,4.066666666666666
2345,low,1,26.055555555555557,4.0777777777777775
2346,low,1,26.066666666666666,4.0888888888888895
2347,low,1,26.07777777777778,4.1000000000000005
2348,low,1,26.08888888888889,4.111111111111112
2349,low,1,26.1,4.122222222222223
2350,low,1,26.11111111111111,4.133333333333334
2351,low,1,26.122222222222224,4.144444444444445
2352,low,1,26.133333333333333,4.155555555555556
2353,low,1,26.144444444444446,4.166666666666667
2354,low,1,26.155555555555555,4.177777777777778
2355,low,1,26.166666666666668,4.188888888888889
2356,low,1,26.177777777777777,4.2
2357,low,1,26.18888888888889,4.211111111111111
2358,low,1,26.2,4.222222222222222
2359,low,1,26.211111111111112,4.233333333333333
2360,low,1,26.222222222222225,4.2444444444444445
2361,low,1,26.233333333333334,4.2555555555555555
2362,low,1,26.244444444444447,4.266666666666667
2363,low,1,26.255555555555556,4.277777777777778
2364,low,1,26.26666666666667,4.288888888888889
2365,low,1,26.27777777777778,4.3
2366,low,1,26.28888888888889,4.311111111111111
2367,low,1,26.3,4.322222222222222
2368,low,1,26.311111111111114,4.333333333333334
2369,low,1,26.322222222222223,4.344444444444445
2370,low,1,26.333333333333336,4.355555555555556
2371,low,1,26.344444444444445,4.366666666666667
2372,low,1,26.355555555555558,4.377777777777778
2373,low,1,26.366666666666667,4.388888888888889
2374,low,1,26.37777777777778,4.4
2375,low,1,26.38888888888889,4.411111111111111
2376,low,1,26.400000000000002,4.4222222222222225
2377,low,1,26.41111111111111,4.433333333333334
2378,low,1,26.422222222222224,4.444444444444445
2379,low,1,26.433333333333334,4.455555555555556
2380,low,1,26.444444444444446,4.466666666666667
2381,low,1,26.455555555555556,4.477777777777778
2382,low,1,26.46666666666667,4.488888888888889
2383,low,1,26.477777777777778,4.5
2384,low,1,26.48888888888889,4.511111111111111
2385,low,1,26.5,4.522222222222222
2386,low,1,26.511111111111113,4.533333333333333
2387,mid,1,26.522222222222222,4.544444444444444
2388,mid,1,26.533333333333335,4.555555555555555
2389,mid,1,26.544444444444444,4.566666666666666
2390,mid,1,26.555555555555557,4.577777777777778
2391,mid,1,26.566666666666666,4.5888888888888895
2392,mid,1,26.57777777777778,4.6000000000000005
2393,mid,1,26.58888888888889,4.611111111111112
2394,mid,1,26.6,4.622222222222223
2395,mid,1,26.61111111111111,4.633333333333334
2396,mid,1,26.622222222222224,4.644444444444445
2397,mid,1,26.633333333333333,4.655555555555556
2398,mid,1,26.644444444444446,4.666666666666667
2399,mid,1,26.655555555555555,4.677777777777778
2400,mid,1,26.666666666666668,4.688888888888889
2401,mid,1,26.677777777777777,4.7
2402,mid,1,26.68888888888889,4.711111111111111
2403,mid,1,26.7,4.722222222222222
2404,mid,1,26.711111111111112,4.733333333333333
2405,mid,1,26.722222222222225,4.7444444444444445
2406,mid,1,26.733333333333334,4.7555555555555555
2407,mid,1,26.744444444444447,4.766666666666667
2408,mid,1,26.755555555555556,4.777777777777778
2409,mid,1,26.76666666666667,4.788888888888889
2410,mid,1,26.77777777777778,4.8
2411,mid,1,26.78888888888889,4.811111111111111
2412,mid,1,26.8,4.822222222222222
2413,mid,1,26.811111111111114,4.833333333333334
2414,mid,1,26.822222222222223,4.844444444444445
2415,mid,1,26.833333333333336,4.855555555555556
2416,mid,1,26.844444444444445,4.866666666666667
2417,mid,1,26.855555555555558,4.877777777777778
2418,mid,1,26.866666666666667,4.888888888888889
2419,mid,1,26.87777777777778,4.9
2420,mid,1,26.88888888888889,4.911111111111111
2421,mid,1,26.900000000000002,4.9222222222222225
2422,mid,1,26.91111111111111,4.933333333333334
2423,mid,1,26.922222222222224,4.944444444444445
2424,mid,1,26.933333333333334,4.955555555555556
2425,mid,1,26.944444444444446,4.966666666666667
2426,mid,1,26.955555555555556,4.977777777777778
2427,mid,1,26.96666666666667,4.988888888888889
2428,mid,1,26.977777777777778,5.0
2429,mid,1,26.98888888888889,5.011111111111111
2430,mid,1,27.0,5.022222222222222
2431,mid,1,27.011111111111113,5.033333333333333
2432,mid,1,27.022222222222222,5.044444444444444
2433,mid,1,27.033333333333335,5.055555555555555
2434,mid,1,27.044444444444444,5.066666666666666
2435,mid,1,27.055555555555557,5.077777777777778
2436,mid,1,27.066666666666666,5.0888888888888895
2437,mid,1,27.07777777777778,5.1000000000000005
2438,mid,1,27.08888888888889,5.111111111111112
2439,mid,1,27.1,5.122222222222223
2440,mid,1,27.11111111111111,5.133333333333334
2441,mid,1,27.122222222222224,5.144444444444445
2442,mid,1,27.133333333333333,5.155555555555556
2443,mid,1,27.144444444444446,5.166666666666667
2444,mid,1,27.155555555555555,5.177777777777778
2445,mid,1,27.166666666666668,5.188888888888889
2446,mid,1,27.177777777777777,5.2
2447,mid,1,27.18888888888889,5.211111111111111
2448,mid,1,27.2,5.222222222222222
2449,mid,1,27.211111111111112,5.233333333333333
2450,mid,1,27.222222222222225,5.2444444444444445
2451,mid,1,27.233333333333334,5.2555555555555555
2452,mid,1,27.244444444444447,5.266666666666667
2453,mid,1,27.255555555555556,5.277777777777778
2454,mid,1,27.26666666666667,5.288888888888889
2455,mid,1,27.27777777777778,5.3
2456,mid,1,27.28888888888889,5.311111111111111
2457,mid,1,27.3,5.322222222222223
2458,mid,1,27.311111111111114,5.333333333333334
2459,mid,1,27.322222222222223,5.344444444444445
2460,mid,1,27.333333333333336,5.355555555555556
2461,mid,1,27.344444444444445,5.366666666666667
2462,mid,1,27.355555555555558,5.377777777777778
2463,mid,1,27.366666666666667,5.388888888888889
2464,mid,1,27.37777777777778,5.4
2465,mid,1,27.38888888888889,5.411111111111111
2466,mid,1,27.400000000000002,5.4222222222222225
2467,mid,1,27.41111111111111,5.433333333333334
2468,mid,1,27.422222222222224,5.444444444444445
2469,mid,1,27.433333333333334,5.455555555555556
2470,mid,1,27.444444444444446,5.466666666666667
2471,mid,1,27.455555555555556,5.477777777777778
2472,mid,1,27.46666666666667,5.488888888888889
2473,mid,1,27.477777777777778,5.5
2474,mid,1,27.48888888888889,5.511111111111111
2475,mid,1,27.5,5.522222222222222
2476,mid,1,27.511111111111113,5.533333333333333
2477,mid,1,27.522222222222222,5.544444444444444
2478,mid,1,27.533333333333335,5.555555555555555
2479,mid,1,27.544444444444444,5.566666666666667
2480,mid,1,27.555555555555557,5.577777777777778
2481,mid,1,27.566666666666666,5.5888888888888895
2482,mid,1,27.57777777777778,5.6000000000000005
2483,mid,1,27.58888888888889,5.611111111111112
2484,mid,1,27.6,5.622222222222223
2485,mid,1,27.61111111111111,5.633333333333334
2486,mid,1,27.622222222222224,5.644444444444445
2487,mid,1,27.633333333333333,5.655555555555556
2488,mid,1,27.644444444444446,5.666666666666667
2489,mid,1,27.655555555555555,5.677777777777778
2490,mid,1,27.666666666666668,5.688888888888889
2491,mid,1,27.677777777777777,5.7
2492,mid,1,27.68888888888889,5.711111111111111
2493,mid,1,27.7,5.722222222222222
2494,mid,1,27.711111111111112,5.733333333333333
2495,mid,1,27.722222222222225,5.7444444444444445
2496,mid,1,27.733333333333334,5.7555555555555555
2497,mid,1,27.744444444444447,5.766666666666667
2498,mid,1,27.755555555555556,5.777777777777778
2499,mid,1,27.76666666666667,5.788888888888889
2500,mid,1,27.77777777777778,5.8
2501,mid,1,27.78888888888889,5.811111111111111
2502,mid,1,27.8,5.822222222222223
2503,mid,1,27.811111111111114,5.833333333333334
2504,mid,1,27.822222222222223,5.844444444444445
2505,mid,1,27.833333333333336,5.855555555555556
2506,mid,1,27.844444444444445,5.866666666666667
2507,mid,1,27.855555555555558,5.877777777777778
2508,mid,1,27.866666666666667,5.888888888888889
2509,mid,1,27.87777777777778,5.9
2510,mid,1,27.88888888888889,5.911111111111111
2511,mid,1,27.900000000000002,5.9222222222222225
2512,mid,1,27.91111111111111,5.933333333333334
2513,mid,1,27.922222222222224,5.944444444444445
2514,mid,1,27.933333333333334,5.955555555555556
2515,mid,1,27.944444444444446,5.966666666666667
2516,mid,1,27.955555555555556,5.977777777777778
2517,mid,1,27.96666666666667,5.988888888888889
2518,mid,1,27.977777777777778,6.0
2519,mid,1,27.98888888888889,6.011111111111111
2520,mid,1,28.0,6.022222222222222
2521,mid,1,28.011111111111113,6.033333333333333
2522,mid,1,28.022222222222222,6.044444444444444
2523,mid,1,28.033333333333335,6.055555555555555
2524,mid,1,28.044444444444444,6.066666666666667
2525,mid,1,28.055555555555557,6.077777777777778
2526,mid,1,28.066666666666666,6.0888888888888895
2527,mid,1,28.07777777777778,6.1000000000000005
2528,mid,1,28.08888888888889,6.111111111111112
2529,mid,1,28.1,6.122222222222223
2530,mid,1,28.11111111111111,6.133333333333334
2531,mid,1,28.122222222222224,6.144444444444445
2532,mid,1,28.133333333333333,6.155555555555556
2533,mid,1,28.144444444444446,6.166666666666667
2534,mid,1,28.155555555555555,6.177777777777778
2535,mid,1,28.166666666666668,6.188888888888889
2536,mid,1,28.177777777777777,6.2
2537,mid,1,28.18888888888889,6.211111111111111
2538,mid,1,28.200000000000003,6.222222222222222
2539,mid,1,28.211111111111112,6.233333333333333
2540,mid,1,28.222222222222225,6.2444444444444445
2541,mid,1,28.233333333333334,6.2555555555555555
2542,mid,1,28.244444444444447,6.266666666666667
2543,mid,1,28.255555555555556,6.277777777777778
2544,mid,1,28.26666666666667,6.288888888888889
2545,mid,1,28.27777777777778,6.3
2546,mid,1,28.28888888888889,6.311111111111112
2547,mid,1,28.3,6.322222222222223
2548,mid,1,28.311111111111114,6.333333333333334
2549,mid,1,28.322222222222223,6.344444444444445
2550,mid,1,28.333333333333336,6.355555555555556
2551,mid,1,28.344444444444445,6.366666666666667
2552,mid,1,28.355555555555558,6.377777777777778
2553,mid,1,28.366666666666667,6.388888888888889
2554,mid,1,28.37777777777778,6.4
2555,mid,1,28.38888888888889,6.411111111111111
2556,mid,1,28.400000000000002,6.4222222222222225
2557,mid,1,28.41111111111111,6.433333333333334
2558,mid,1,28.422222222222224,6.444444444444445
2559,mid,1,28.433333333333334,6.455555555555556
2560,mid,1,28.444444444444446,6.466666666666667
2561,mid,1,28.455555555555556,6.477777777777778
2562,mid,1,28.46666666666667,6.488888888888889
2563,mid,1,28.477777777777778,6.5
2564,mid,1,28.48888888888889,6.511111111111111
2565,mid,1,28.5,6.522222222222222
2566,mid,1,28.511111111111113,6.533333333333333
2567,mid,1,28.522222222222222,6.544444444444444
2568,mid,1,28.533333333333335,6.555555555555556
2569,mid,1,28.544444444444444,6.566666666666667
2570,mid,1,28.555555555555557,6.577777777777778
2571,mid,1,28.566666666666666,6.5888888888888895
2572,mid,1,28.57777777777778,6.6000000000000005
2573,mid,1,28.58888888888889,6.611111111111112
2574,mid,1,28.6,6.622222222222223
2575,mid,1,28.61111111111111,6.633333333333334
2576,mid,1,28.622222222222224,6.644444444444445
2577,mid,1,28.633333333333333,6.655555555555556
2578,mid,1,28.644444444444446,6.666666666666667
2579,mid,1,28.655555555555555,6.677777777777778
2580,mid,1,28.666666666666668,6.688888888888889
2581,mid,1,28.677777777777777,6.7
2582,mid,1,28.68888888888889,6.711111111111111
